time,flux,filt,sample
-9.708333333333272,-1.0046684703334918,g,0
-9.666666666666606,-0.9911956496097503,g,0
-9.62499999999994,-0.9777294008632609,g,0
-9.583333333333274,-0.9642711120679444,g,0
-9.541666666666607,-0.9508228327102586,g,0
-9.499999999999941,-0.9373860632515374,g,0
-9.458333333333275,-0.9239622764908262,g,0
-9.41666666666661,-0.9105535074532085,g,0
-9.374999999999945,-0.8971606870536881,g,0
-9.333333333333277,-0.883785286382512,g,0
-9.291666666666611,-0.8704296887273273,g,0
-9.249999999999945,-0.8570942683818323,g,0
-9.20833333333328,-0.8437814474796141,g,0
-9.166666666666613,-0.8304920353353751,g,0
-9.124999999999947,-0.8172277767822784,g,0
-9.08333333333328,-0.8039895549813814,g,0
-9.041666666666615,-0.7907791356500127,g,0
-8.999999999999948,-0.777597904943363,g,0
-8.958333333333282,-0.764446691170587,g,0
-8.916666666666616,-0.7513277771845495,g,0
-8.874999999999952,-0.7382416549221524,g,0
-8.833333333333284,-0.7251895571998368,g,0
-8.791666666666618,-0.7121730455180675,g,0
-8.749999999999952,-0.699193409226119,g,0
-8.708333333333286,-0.6862515724255047,g,0
-8.66666666666662,-0.6733485738271661,g,0
-8.624999999999956,-0.6604866334511605,g,0
-8.583333333333288,-0.6476654901995751,g,0
-8.541666666666622,-0.6348864028443622,g,0
-8.499999999999956,-0.6221518349268358,g,0
-8.45833333333329,-0.6094606558669078,g,0
-8.416666666666623,-0.5968160546390955,g,0
-8.37499999999996,-0.584218122210622,g,0
-8.333333333333291,-0.5716676427190173,g,0
-8.291666666666627,-0.5591662256366625,g,0
-8.24999999999996,-0.5467145819934203,g,0
-8.208333333333293,-0.5343129808431044,g,0
-8.166666666666627,-0.5219635553228343,g,0
-8.124999999999963,-0.5096667273354605,g,0
-8.083333333333295,-0.49742295238258905,g,0
-8.041666666666629,-0.4852343005397586,g,0
-7.999999999999962,-0.47310005224581175,g,0
-7.958333333333297,-0.46102211667939486,g,0
-7.9166666666666305,-0.44900079372912316,g,0
-7.874999999999965,-0.4370373122178357,g,0
-7.833333333333297,-0.42513175244776136,g,0
-7.791666666666633,-0.41328662626639456,g,0
-7.749999999999967,-0.40150006070884814,g,0
-7.7083333333333,-0.3897754377817897,g,0
-7.666666666666633,-0.37811131541287324,g,0
-7.624999999999967,-0.36650957067222834,g,0
-7.583333333333303,-0.35497057961572054,g,0
-7.541666666666634,-0.34349515482277937,g,0
-7.499999999999971,-0.33208386281977553,g,0
-7.4583333333333055,-0.32073720917902904,g,0
-7.4166666666666385,-0.30945595959552463,g,0
-7.374999999999971,-0.2982405730064954,g,0
-7.3333333333333055,-0.2870919148156794,g,0
-7.2916666666666385,-0.2760107249053725,g,0
-7.2499999999999725,-0.2649964383057757,g,0
-7.208333333333307,-0.25405088130878895,g,0
-7.166666666666641,-0.24317388653351557,g,0
-7.124999999999975,-0.23236587416517196,g,0
-7.083333333333309,-0.22162779109068254,g,0
-7.041666666666643,-0.21095972038044764,g,0
-6.999999999999977,-0.20036263090885242,g,0
-6.958333333333311,-0.18983605039487372,g,0
-6.916666666666645,-0.17938178834613083,g,0
-6.874999999999979,-0.168998500699459,g,0
-6.833333333333313,-0.15868836153678245,g,0
-6.7916666666666465,-0.14845073033221468,g,0
-6.7499999999999805,-0.13828548774858618,g,0
-6.708333333333313,-0.128194184972795,g,0
-6.666666666666648,-0.11817673383361438,g,0
-6.6249999999999805,-0.10823321008555453,g,0
-6.583333333333318,-0.0983640918322699,g,0
-6.541666666666648,-0.08856998633859448,g,0
-6.499999999999982,-0.07885080597604599,g,0
-6.458333333333318,-0.06920713935400968,g,0
-6.41666666666665,-0.05963827906691321,g,0
-6.374999999999984,-0.050145886816427065,g,0
-6.333333333333318,-0.040729073374116354,g,0
-6.291666666666654,-0.031389091429797844,g,0
-6.249999999999986,-0.022125613782112197,g,0
-6.20833333333332,-0.012938356421908992,g,0
-6.166666666666657,-0.0038285272468669973,g,0
-6.124999999999991,0.005204132611449808,g,0
-6.083333333333325,0.014160212548603113,g,0
-6.041666666666657,0.023038437012171897,g,0
-5.999999999999993,0.03183906478419729,g,0
-5.958333333333325,0.04056236191492957,g,0
-5.916666666666661,0.04920763917374771,g,0
-5.874999999999995,0.05777448358244541,g,0
-5.833333333333327,0.06626386505488568,g,0
-5.7916666666666625,0.07467495303583505,g,0
-5.7499999999999964,0.08300797664189119,g,0
-5.708333333333329,0.09126196888811933,g,0
-5.6666666666666625,0.09943842942988823,g,0
-5.6249999999999964,0.10753588511147072,g,0
-5.583333333333332,0.11555525913739473,g,0
-5.5416666666666625,0.12349508395852737,g,0
-5.499999999999998,0.1313572576453197,g,0
-5.45833333333333,0.13914089070034663,g,0
-5.416666666666668,0.14684551711642513,g,0
-5.375,0.15447183818179155,g,0
-5.333333333333336,0.1620191136182818,g,0
-5.291666666666668,0.169487963344082,g,0
-5.25,0.1768789309901777,g,0
-5.208333333333334,0.1841905336102272,g,0
-5.166666666666668,0.19142387052308507,g,0
-5.125000000000005,0.1985787790703668,g,0
-5.083333333333336,0.20565539272884337,g,0
-5.041666666666671,0.21265310563613582,g,0
-5.000000000000005,0.21957317379580488,g,0
-4.958333333333341,0.22641517710475156,g,0
-4.916666666666671,0.23317840243295862,g,0
-4.875000000000005,0.23986402554616504,g,0
-4.833333333333339,0.246471298133617,g,0
-4.791666666666675,0.2530008503170187,g,0
-4.750000000000007,0.2594526945582665,g,0
-4.708333333333341,0.2658272434775313,g,0
-4.666666666666675,0.27212397662221477,g,0
-4.625000000000012,0.2783437729004561,g,0
-4.583333333333343,0.2844858991490966,g,0
-4.5416666666666785,0.29055066192708523,g,0
-4.500000000000012,0.2965388681731511,g,0
-4.458333333333345,0.3024500927691207,g,0
-4.4166666666666785,0.30828445827616235,g,0
-4.375000000000012,0.31404291295046605,g,0
-4.33333333333335,0.3197247742565814,g,0
-4.291666666666684,0.3253299655747597,g,0
-4.250000000000014,0.3308596903961316,g,0
-4.208333333333348,0.3363137697658516,g,0
-4.166666666666682,0.341691838196315,g,0
-4.1250000000000195,0.34699485032610866,g,0
-4.0833333333333535,0.3522224800112461,g,0
-4.041666666666686,0.3573752733089961,g,0
-4.000000000000018,0.36245268643121875,g,0
-3.9583333333333557,0.3674564102014344,g,0
-3.9166666666666896,0.37238484344750233,g,0
-3.8750000000000235,0.37723966097091477,g,0
-3.833333333333354,0.382020135707549,g,0
-3.7916666666666914,0.3867266798263671,g,0
-3.7500000000000218,0.3913599382827364,g,0
-3.7083333333333575,0.39591993363336186,g,0
-3.6666666666666896,0.4004069631430873,g,0
-3.6250000000000253,0.40482190623132297,g,0
-3.5833333333333575,0.40916319491236663,g,0
-3.5416666666666914,0.4134329597201294,g,0
-3.5000000000000253,0.41762999246423504,g,0
-3.458333333333361,0.42175557903947336,g,0
-3.4166666666666967,0.4258100904963129,g,0
-3.3750000000000306,0.4297931885578059,g,0
-3.333333333333361,0.43370478127615186,g,0
-3.2916666666666985,0.43754587962158453,g,0
-3.250000000000029,0.44131613317937735,g,0
-3.2083333333333646,0.44501640775191476,g,0
-3.1666666666666967,0.44864696182411734,g,0
-3.1250000000000324,0.4522078361065667,g,0
-3.0833333333333663,0.4556991208086707,g,0
-3.041666666666702,0.4591216898694732,g,0
-3.000000000000036,0.46247508775865853,g,0
-2.9583333333333663,0.46576035151030126,g,0
-2.916666666666702,0.4689768319127765,g,0
-2.8750000000000377,0.47212576827449837,g,0
-2.83333333333337,0.4752072132404521,g,0
-2.7916666666667003,0.4782206102718476,g,0
-2.750000000000036,0.4811680528676199,g,0
-2.7083333333333734,0.4840477584519647,g,0
-2.6666666666667056,0.4868618657550776,g,0
-2.6250000000000377,0.4896086093075702,g,0
-2.5833333333333717,0.4922906800520046,g,0
-2.5416666666667074,0.49490701081445465,g,0
-2.5000000000000395,0.49745773517820524,g,0
-2.4583333333333752,0.49994418292558507,g,0
-2.416666666666711,0.5023649485193324,g,0
-2.375000000000045,0.5047219569179298,g,0
-2.333333333333379,0.5070153332400018,g,0
-2.291666666666711,0.5092445537406007,g,0
-2.250000000000043,0.5114107071715637,g,0
-2.2083333333333806,0.5135136272436078,g,0
-2.166666666666711,0.5155542949645486,g,0
-2.12500000000005,0.5175322028574385,g,0
-2.0833333333333823,0.5194476059763744,g,0
-2.0416666666667127,0.5213020542633799,g,0
-2.0000000000000484,0.5230944800506734,g,0
-1.9583333333333859,0.5248262595059785,g,0
-1.9166666666667127,0.5264975484568772,g,0
-1.8750000000000484,0.5281077767917921,g,0
-1.8333333333333859,0.5296577339414554,g,0
-1.7916666666667198,0.5311483394154592,g,0
-1.750000000000052,0.5325792479509737,g,0
-1.7083333333333859,0.5339510725429975,g,0
-1.666666666666718,0.5352641459110785,g,0
-1.6250000000000537,0.5365188093614037,g,0
-1.5833333333333859,0.5377148293305325,g,0
-1.541666666666718,0.5388535826919494,g,0
-1.5000000000000573,0.5399350414030479,g,0
-1.458333333333393,0.5409587106667395,g,0
-1.4166666666667216,0.5419256395978138,g,0
-1.3750000000000555,0.542836445738331,g,0
-1.333333333333393,0.5436907377957212,g,0
-1.291666666666727,0.5444889799967711,g,0
-1.250000000000059,0.5452317771997777,g,0
-1.208333333333393,0.5459198890645247,g,0
-1.166666666666727,0.5465531562869543,g,0
-1.1250000000000626,0.5471311522280047,g,0
-1.0833333333333948,0.5476553354777991,g,0
-1.041666666666727,0.5481261131535611,g,0
-1.0000000000000644,0.5485429219565674,g,0
-0.9583333333333947,0.5489058837488692,g,0
-0.9166666666667304,0.5492165525815587,g,0
-0.8750000000000661,0.5494755177274229,g,0
-0.8333333333334,0.5496819276001901,g,0
-0.7916666666667304,0.549835623210182,g,0
-0.7500000000000678,0.5499380075681692,g,0
-0.7083333333334018,0.5499894934255494,g,0
-0.6666666666667321,0.5499900304639809,g,0
-0.6250000000000661,0.5499401718989887,g,0
-0.5833333333334035,0.5498396814683169,g,0
-0.5416666666667339,0.5496895207341055,g,0
-0.5000000000000732,0.5494901282492606,g,0
-0.4583333333334053,0.5492411328964231,g,0
-0.4166666666667339,0.5489438037878394,g,0
-0.37500000000007494,0.5485970022419551,g,0
-0.33333333333340354,0.5482025570472935,g,0
-0.29166666666673746,0.547760045365461,g,0
-0.25000000000007494,0.547270098926731,g,0
-0.20833333333340712,0.5467319732717222,g,0
-0.16666666666674282,0.546147864158133,g,0
-0.1250000000000732,0.5455174430754077,g,0
-0.08333333333340712,0.544839441614986,g,0
-0.04166666666674104,0.5441166703735405,g,0
-7.49678097378137e-14,0.5433477998240512,g,0
0.04166666666658578,0.5425332246800707,g,0
0.08333333333325718,0.5416746756957451,g,0
0.12499999999992503,0.5407698014210105,g,0
0.16666666666658755,0.5398220593534617,g,0
0.20833333333325185,0.5388296671451798,g,0
0.24999999999992148,0.5377932731406467,g,0
0.29166666666658403,0.5367139578965165,g,0
0.3333333333332501,0.5355916957228892,g,0
0.3749999999999215,0.53442615728585,g,0
0.41666666666658225,0.5332183159235129,g,0
0.45833333333324655,0.5319683887962299,g,0
0.4999999999999162,0.5306764231030847,g,0
0.5416666666665805,0.529342727784762,g,0
0.5833333333332483,0.5279680862142193,g,0
0.624999999999918,0.5265530856006286,g,0
0.6666666666665823,0.5250970108380741,g,0
0.7083333333332448,0.5236006795606301,g,0
0.7499999999999162,0.5220641381314941,g,0
0.791666666666584,0.5204883282955066,g,0
0.8333333333332448,0.5188727190990718,g,0
0.8749999999999162,0.5172178563229473,g,0
0.9166666666665805,0.5155249306622558,g,0
0.9583333333332448,0.513793649520796,g,0
0.9999999999999162,0.5120231751622129,g,0
1.0416666666665768,0.5102155229388217,g,0
1.083333333333241,0.5083708044270878,g,0
1.124999999999909,0.5064878680876674,g,0
1.1666666666665804,0.504568984339091,g,0
1.208333333333241,0.5026123288296738,g,0
1.2499999999999054,0.5006199525005748,g,0
1.2916666666665733,0.4985915208741254,g,0
1.3333333333332447,0.4965268597415573,g,0
1.3749999999999054,0.4944274316714612,g,0
1.4166666666665733,0.49229258738707316,g,0
1.4583333333332376,0.4901223578405869,g,0
1.499999999999909,0.48791820131944164,g,0
1.5416666666665662,0.48567913786344263,g,0
1.5833333333332305,0.4834068674344465,g,0
1.6249999999998983,0.4810997887291073,g,0
1.6666666666665733,0.4787596937932257,g,0
1.7083333333332305,0.47638618455714976,g,0
1.7499999999999019,0.4739801511530892,g,0
1.7916666666665626,0.47154172640174963,g,0
1.8333333333332376,0.46907047152556913,g,0
1.8749999999998983,0.46656722369858983,g,0
1.9166666666665626,0.4640327829457007,g,0
1.9583333333332305,0.46146639663308164,g,0
1.9999999999998983,0.45886842200654954,g,0
2.041666666666559,0.45624028946514983,g,0
2.0833333333332233,0.4535805762459866,g,0
2.1249999999998948,0.45089094734244384,g,0
2.166666666666566,0.4481706292989962,g,0
2.208333333333227,0.4454215705360234,g,0
2.2499999999998876,0.4426412665657402,g,0
2.291666666666559,0.43983308566437174,g,0
2.3333333333332305,0.43699533646230293,g,0
2.374999999999891,0.43412891012540555,g,0
2.4166666666665555,0.4312340182319794,g,0
2.45833333333322,0.428310611163937,g,0
2.4999999999998948,0.42535944932064496,g,0
2.5416666666665555,0.42238045471957975,g,0
2.5833333333332162,0.4193735979478461,g,0
2.6249999999998876,0.41633959582822655,g,0
2.6666666666665555,0.41327854464491764,g,0
2.7083333333332162,0.41019138123543186,g,0
2.7499999999998805,0.40707673828233837,g,0
2.791666666666552,0.403937232933103,g,0
2.83333333333322,0.40077073534152063,g,0
2.874999999999884,0.3975795389965846,g,0
2.9166666666665484,0.39436175806581986,g,0
2.9583333333332127,0.3911189972098761,g,0
2.9999999999998805,0.38785137596916286,g,0
3.0416666666665484,0.3845592679332803,g,0
3.0833333333332162,0.3812425673704176,g,0
3.1249999999998805,0.3779011750057819,g,0
3.166666666666545,0.3745359783589386,g,0
3.2083333333332127,0.37114721578369725,g,0
3.2499999999998805,0.36773490582137214,g,0
3.291666666666545,0.364299775234489,g,0
3.3333333333332162,0.36084094038128,g,0
3.374999999999877,0.35735883738556495,g,0
3.4166666666665413,0.3538550685517876,g,0
3.4583333333332127,0.3503288657606056,g,0
3.499999999999877,0.34678043774786005,g,0
3.5416666666665413,0.3432099905301378,g,0
3.583333333333209,0.33961847856643956,g,0
3.624999999999877,0.3360047566176192,g,0
3.6666666666665413,0.33236994699509737,g,0
3.7083333333332056,0.32871374338064996,g,0
3.74999999999987,0.32503754731641266,g,0
3.791666666666534,0.3213408122301118,g,0
3.8333333333332056,0.3176233442347858,g,0
3.8749999999998734,0.31388597390774464,g,0
3.9166666666665377,0.3101289486073249,g,0
3.9583333333331985,0.3063521894161312,g,0
3.9999999999998734,0.3025563005079661,g,0
4.041666666666535,0.2987410734156981,g,0
4.083333333333195,0.29490613391881837,g,0
4.12499999999987,0.2910526389542838,g,0
4.166666666666531,0.28718042989301296,g,0
4.208333333333199,0.28329054156612443,g,0
4.249999999999863,0.27938209951465254,g,0
4.291666666666531,0.2754560608750758,g,0
4.3333333333332025,0.271511830973278,g,0
4.374999999999867,0.26755053899933046,g,0
4.4166666666665275,0.2635711209479865,g,0
4.458333333333195,0.25957474881760945,g,0
4.49999999999986,0.25556218461617064,g,0
4.541666666666531,0.25153264239680695,g,0
4.583333333333192,0.24748627574006576,g,0
4.624999999999856,0.24342389895854666,g,0
4.666666666666524,0.23934547408556028,g,0
4.708333333333188,0.23525056531647692,g,0
4.749999999999856,0.23114055817404378,g,0
4.7916666666665275,0.2270144504033027,g,0
4.833333333333192,0.22287303894928812,g,0
4.874999999999856,0.21871656511585513,g,0
4.91666666666652,0.21454586792872377,g,0
4.958333333333192,0.2103592800007661,g,0
4.999999999999853,0.20615900522834352,g,0
5.04166666666652,0.20194382037848158,g,0
5.083333333333181,0.1977145970645644,g,0
5.124999999999853,0.19347138341638015,g,0
5.166666666666524,0.18921423696840378,g,0
5.208333333333185,0.18494331333380387,g,0
5.2499999999998455,0.1806590003396522,g,0
5.291666666666517,0.17636159531243578,g,0
5.333333333333185,0.17205068383057665,g,0
5.3749999999998455,0.16772696703226586,g,0
5.416666666666517,0.16339072383053121,g,0
5.458333333333181,0.15904163182812425,g,0
5.499999999999849,0.1546804836013962,g,0
5.541666666666517,0.1503064138223813,g,0
5.583333333333178,0.145921075339146,g,0
5.6249999999998455,0.14152335614355138,g,0
5.666666666666517,0.13711395699728612,g,0
5.708333333333178,0.13269293232810497,g,0
5.7499999999998455,0.1282609097053964,g,0
5.791666666666513,0.1238174772745424,g,0
5.833333333333181,0.11936300749905726,g,0
5.874999999999838,0.11489709359581468,g,0
5.916666666666503,0.11042126464239743,g,0
5.9583333333331705,0.10593426424104635,g,0
5.999999999999838,0.10143700582173665,g,0
6.04166666666651,0.0969303128207919,g,0
6.083333333333167,0.0924123698145074,g,0
6.124999999999835,0.08788493365702621,g,0
6.166666666666506,0.08334816230002318,g,0
6.2083333333331705,0.07880124372356079,g,0
6.249999999999835,0.07424489765796238,g,0
6.291666666666506,0.06967998269987419,g,0
6.333333333333167,0.06510483488859009,g,0
6.374999999999835,0.060520931014991675,g,0
6.416666666666503,0.05592891027298208,g,0
6.4583333333331705,0.0513276571320489,g,0
6.499999999999835,0.04671768516681496,g,0
6.541666666666503,0.04209974159706675,g,0
6.583333333333163,0.037472793796066384,g,0
6.624999999999828,0.03283901041577053,g,0
6.6666666666664955,0.028196156275551942,g,0
6.70833333333316,0.023546355212403114,g,0
6.749999999999824,0.018888276825048678,g,0
6.7916666666664955,0.014223130466103129,g,0
6.83333333333316,0.009550072627497741,g,0
6.874999999999831,0.004869930756957075,g,0
6.916666666666492,0.00018315280705394343,g,0
6.95833333333316,-0.004511390092442724,g,0
6.999999999999824,-0.009211754094373248,g,0
7.041666666666488,-0.013920044051349834,g,0
7.083333333333153,-0.01863452994594539,g,0
7.124999999999824,-0.023354639280924516,g,0
7.166666666666488,-0.028081685027576242,g,0
7.208333333333153,-0.03281482746550779,g,0
7.249999999999824,-0.037553914900822605,g,0
7.291666666666485,-0.04229887343494454,g,0
7.333333333333156,-0.04704978558235595,g,0
7.374999999999821,-0.05180589994948548,g,0
7.416666666666485,-0.05656874622781771,g,0
7.458333333333153,-0.06133568521229904,g,0
7.499999999999817,-0.06610855495928547,g,0
7.541666666666481,-0.07088654519644422,g,0
7.583333333333146,-0.07566891897446482,g,0
7.624999999999817,-0.08045674293309446,g,0
7.666666666666481,-0.08524919171231105,g,0
7.708333333333153,-0.0900460947197459,g,0
7.74999999999981,-0.09484731822781711,g,0
7.791666666666481,-0.0996534135505911,g,0
7.833333333333153,-0.10446390502547231,g,0
7.87499999999981,-0.10927813266351194,g,0
7.916666666666478,-0.11409636256139777,g,0
7.958333333333149,-0.11891915111227647,g,0
7.9999999999998135,-0.12374544997064163,g,0
8.041666666666481,-0.12857534642218127,g,0
8.083333333333146,-0.1334092997673686,g,0
8.124999999999813,-0.13824591371002626,g,0
8.166666666666474,-0.14308639725726735,g,0
8.208333333333142,-0.14792980971549596,g,0
8.249999999999806,-0.1527770368637178,g,0
8.291666666666478,-0.15762699838658634,g,0
8.333333333333142,-0.1624793255524679,g,0
8.37499999999981,-0.1673350328638179,g,0
8.416666666666474,-0.17219318084278257,g,0
8.458333333333142,-0.17705440559916852,g,0
8.49999999999981,-0.18191758552891457,g,0
8.541666666666467,-0.18678383568128964,g,0
8.583333333333135,-0.19165174014140973,g,0
8.6249999999998,-0.19652184458117006,g,0
8.66666666666647,-0.20139441680458958,g,0
8.708333333333135,-0.20626896464390398,g,0
8.749999999999796,-0.21114548583975434,g,0
8.791666666666464,-0.21602317039576846,g,0
8.833333333333131,-0.22090304564228802,g,0
8.874999999999796,-0.22578447583934036,g,0
8.91666666666646,-0.23066743225546205,g,0
8.958333333333135,-0.23555129933299668,g,0
8.9999999999998,-0.24043710517515038,g,0
9.041666666666467,-0.2453239517783068,g,0
9.083333333333128,-0.2502116398592875,g,0
9.124999999999792,-0.2551007490501789,g,0
9.166666666666467,-0.2599908551039505,g,0
9.208333333333128,-0.2648817097640972,g,0
9.249999999999792,-0.2697729338798389,g,0
9.291666666666464,-0.2746648359195234,g,0
9.333333333333124,-0.27955768817236404,g,0
9.374999999999796,-0.2844505847163248,g,0
9.416666666666456,-0.28934456263643327,g,0
9.458333333333124,-0.29423821019678087,g,0
9.499999999999789,-0.2991326534109042,g,0
9.541666666666453,-0.30402589744401354,g,0
9.58333333333312,-0.3089210011103525,g,0
9.624999999999792,-0.3138151569545542,g,0
9.66666666666646,-0.3187091159927178,g,0
9.708333333333124,-0.32360303829815606,g,0
9.749999999999785,-0.3284965415731307,g,0
9.791666666666453,-0.3333898163114277,g,0
9.83333333333312,-0.33828325137702464,g,0
9.874999999999789,-0.3431753660797554,g,0
9.916666666666446,-0.348067074593601,g,0
9.958333333333117,-0.3529571083541292,g,0
9.999999999999782,-0.3578479124516285,g,0
10.041666666666446,-0.3627376326221743,g,0
10.083333333333114,-0.3676259758129703,g,0
10.124999999999778,-0.3725135981656926,g,0
10.166666666666453,-0.3773991028228849,g,0
10.208333333333117,-0.3822848995587087,g,0
10.249999999999782,-0.38716887314238946,g,0
10.291666666666446,-0.3920519562874105,g,0
10.333333333333117,-0.39693319542408645,g,0
10.374999999999774,-0.40181318136982114,g,0
10.416666666666446,-0.4066911439329708,g,0
10.458333333333107,-0.4115682847881672,g,0
10.499999999999782,-0.4164430897682365,g,0
10.541666666666446,-0.42131665033529586,g,0
10.583333333333107,-0.42618810517692296,g,0
10.624999999999774,-0.4310581860767435,g,0
10.666666666666439,-0.4359258258641425,g,0
10.708333333333103,-0.44079182166657915,g,0
10.74999999999977,-0.4456554798611023,g,0
10.791666666666439,-0.4505170060051853,g,0
10.833333333333107,-0.45537639583960043,g,0
10.87499999999977,-0.4602340931359805,g,0
10.916666666666439,-0.46508882291394826,g,0
10.958333333333096,-0.46994134987945557,g,0
10.999999999999767,-0.4747912172779323,g,0
